Column 1,Facility Type,Inmate Sex,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Newspaper Delivery Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Inmate Search Link,Contact Via Email,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
Chaves County Sheriff,Sheriff Office,Both,New Mexico,Roswell,88203,"1 St. Mary’s Place
Roswell, NM 88203
","1 St. Mary’s Place
Roswell, NM 88203
",,575-624-6500,https://www.chavescounty.gov/your-county/departments/sheriff-s-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taos County Sheriff,Sheriff Office,Both,New Mexico,Taos,87571,"599 Lovato Place
Taos, NM 87571","599 Lovato Place
Taos, NM 87571",, 575-737-6480,"
https://www.taoscounty.org/217/Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota County Sheriff,Sheriff Office,Both,Minnesota ,Hastings,55033,"1590 Highway 55
Hastings, MN 55033","1590 Highway 55
Hastings, MN 55033",,651-437-3191,https://www.co.dakota.mn.us/Government/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta County Sheriff,Sheriff Office,Both,Colorado,Delta,81416,"211 W. 6th Street
Delta, CO 81416
","211 W. 6th Street
Delta, CO 81416
",,970-874-2000,https://www.deltacountyco.gov/12/Sheriff,"sheriffsoffice@deltacountyco.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenville County Sheriff's Office,Sheriff Office,Both,South Carolina,Greenville,29601,"4 McGee Street, Greenville, SC 29601","4 McGee Street, Greenville, SC 29601",,(864) 271-5210,"https://gcso.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol County Sheriff's Office,Sheriff Office,Both,Massachusetts ,North Dartmouth,/02747," 400 Faunce Corner Road, North Dartmouth, MA 02747 "," 400 Faunce Corner Road, North Dartmouth, MA 02747 ",,508.995.6400 ,https://www.bcso-ma.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audrain County Sheriff,Sheriff Office,Both,Missouri,Mexico,65265,"1100 Littleby Road
Mexico,Missouri 65265
","1100 Littleby Road
Mexico,Missouri 65265
",,(573)473-5800,https://www.audrainsheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adams County Sheriff,Sheriff Office,Both,Colorado,Brighton,80601,"4430 S. Adams County Pkwy.
1st Floor, Suite W5400
Brighton, CO 80601","PO Box 5001
Brighton, CO 80601
",,"(303) 654-1850",https://adamssheriffco.gov/,https://adamssheriffco.gov/inmate-services/send-mail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden County Sheriff,Sheriff Office,Both,Missouri,Camdenton,65020,"1 Ct Cir NW
Camdenton, MO 65020
","1 Ct Cir NW
Camdenton, MO 65020
",,"573-346-2243",https://www.camdencountymosheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loving County Sheriff's Office,Sheriff Office,Both,Texas,Mentone,79754,"114 West Collins St.
Mentone, Texas 79754","114 West Collins St.
Mentone, Texas 79754",,432.377.2411,"
https://www.lovingcountytxsheriff.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cross County Sheriff's Office
",Sheriff Office,Both,Arkansas,Wynne,72396," 1600 South Falls Blvd Wynne, AR 72396 "," 1600 South Falls Blvd Wynne, AR 72396 ",, 870-238-5700 ,https://www.crosscountysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larimer County Sheriff's Office,Sheriff Office,Both,Colorado,Fort Collins,80525,"2501 Midpoint Dr.
Fort Collins, CO 80525","2501 Midpoint Dr.
Fort Collins, CO 80525",,(970) 498-5100,https://www.larimer.gov/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Custer County Sheriff",Sheriff Office,Both,Montana,Miles City,59301,"1010 Main Street Miles City, MT 59301","1010 Main Street Miles City, MT 59301",,(406) 874-3320,"
https://custercountymt.gov/emergency-enforcement/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine County Sheriff's Office,Sheriff Office,Both,Oregon,Grants Pass,97526,"1901 NE F St.
Grants Pass, OR 97526","PO Box 20126
Tampa, FL 33622
",,"
(541) 474-5123",https://www.josephinecounty.gov/government/sheriff/index.php,https://www.josephinecounty.gov/government/sheriff/jail/property___mail.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballard County Sheriff,Sheriff Office,Both,Kentucky,Wickliffe,42087,"437 Ohio Street
Wickliffe, KY 42087
","437 Ohio Street
Wickliffe, KY 42087
",,(270) 335-3561 ,https://ballardcounty.ky.gov/ElectedOfficials/Pages/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albemarle County Sheriff's Office ,Sheriff Office,Both,Virginia,Charlottesville,22902,"411 East High Street Building B 
Charlottesville, VA 22902  ","411 East High Street Building B 
Charlottesville, VA 22902  ",, (434) 972-4001 ,"
https://www.albemarleso.org/",,,SheriffsOffice@albemarle.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick County Sheriff's Office ,Sheriff Office,Both,Virginia,Winchester,22601,"107 N.Kent St,Winchester,VA 22601","107 N.Kent St,Winchester,VA 22601",,"(540)665-5600",https://www.fcva.us/departments/sheriff-s-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Roberts County Sheriff's Office",Sheriff Office,Both,South Dakota,Sisseton,57262,"11924 BIA Hwy 700
Sisseton, SD  57262","11924 BIA Hwy 700
Sisseton, SD  57262",,(605) 698-7667,https://robertscosd.gov/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabell County Sheriff,Sheriff Office,Both,West Virginia,Huntington,25701,"750 5th Avenue, Suite 101, Huntington, WV 25701
","750 5th Avenue, Suite 101, Huntington, WV 25701
",,304-526-8663,https://www.cabellcounty.org/departments/sheriff.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nye County Sheriff's Office,Sheriff Office,Both,Nevada,Pahrump,89060,"1520 E Basin Ave, Pahrump, NV 89060","1520 E Basin Ave, Pahrump, NV 89060",,(775) 751-7000,https://www.nyecountysheriffsoffice.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabun County Sheriff's Office,Sheriff Office,Both,Georgia,Tiger,30576,"56 Boen Creek Road
Tiger,GA 30576","56 Boen Creek Road
Tiger,GA 30576",,(706)782-3612,"https://rabuncountysheriff.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hardin County Sheriff's Office",Sheriff Office,Both,Kentucky,Elizabethtown,42701,"150 North Provident Way, Suite 101
Elizabethtown KY 42701","150 North Provident Way, Suite 101
Elizabethtown KY 42701",,"(270)765-5133",https://hckysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas County Sheriff’s Office,Sheriff Office,Both,Nevada,Minden,89423,"1038 Buckeye Road,
Minden, NV. 89423
","P.O. Box 1777
Minden, NV. 89423

",,(775) 782-5126,"
https://sheriff.douglascountynv.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockcastle County Sheriff's Department,Sheriff Office,Both,Kentucky ,Vernon,40456,"205 East Main Street
Mount Vernon, KY 40456","205 East Main Street
Mount Vernon, KY 40456",,(606) 256-2032,https://sheriff-rockcastlecounty.ky.gov/Pages/index.aspx,,,rocksheriffdept@alltel.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulaski County Sheriff's Office,Sheriff Office,Both,Arkansas,Little Rock,72204,"2900 South Woodrow
Little Rock, AR 72204","2900 South Woodrow
Little Rock, AR 72204",,501-340-6963,https://pcso.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whatcom County Sheriff's Office,Sheriff Office,Both,Washington,Bellingham,98225,"311 Grand Avenue
Bellingham, WA 98225","311 Grand Avenue
Bellingham, WA 98225",,360-778-5000,https://www.whatcomcounty.us/200/Sheriff,,https://apps1.whatcomcounty.us/jaildata/roster.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parmer County Sheriff's Office,Sheriff Office,Both,Texas ,Farwell,79325,"300 4th St, Farwell, TX 79325","300 4th St, Farwell, TX 79325",,(806) 481-3303,https://parmercounty.texas.gov/?page_id=14,,,amy.dudley@parmercounty.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevier County Sheriff's Office,Sheriff Office,Both,Tennessee ,Sevierville,37862,"106 W Bruce ST,
Sevierville, TN 37862","106 W Bruce ST,
Sevierville, TN 37862",,(865) 453-4668,https://www.seviercountysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp County Sheriff's Office,Sheriff Office,Both,Arkansas,Ash Flat,72513,"84 Arnhart St., Ash Flat, Arkansas 72513  
","84 Arnhart St., Ash Flat, Arkansas 72513  
",, 870-994-7356,https://www.sharpcountysheriff.com/roster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spalding County Sheriff's Office,Sheriff Office,Both,Georgia,Griffin,30224,"401 Justice Blvd
 Griffin,GA 30224","401 Justice Blvd
Griffin,GA 30224",,(770)467-4282,https://www.spaldingsheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County Sheriff,Sheriff Office,Both,Pennyslvania,Media,19063,"201 West Front Street,Media,PA 19063","201 West Front Street,Media,PA 19063",,610-891-4296,https://www.delcopa.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumbull County Sheriff's Office,Sheriff Office,Both,Ohio,Warren,44481,"150 High Street NW
Warren, Ohio 44481
","150 High Street NW
Warren, Ohio 44481
",,330.675.2508,https://www.co.trumbull.oh.us/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahaska County Sheriff,Sheriff Office,Both,Iowa,Oskaloosa,52577,"214 High Avenue East · Lower Level
Oskaloosa, IA 52577","214 High Avenue East · Lower Level
Oskaloosa, IA 52577",,(641) 673-4322,https://www.mahaskacountyia.gov/sheriff/,,,sheriff@mahaskacountyia.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles City County Sheriff,Sheriff Office,Both,Virginia,Charles City,23030,"10780 Courthouse Road
Charles City, VA 23030","10780 Courthouse Road
Charles City, VA 23030",,804-829-9265,https://www.charlescityva.us/187/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otero County Sheriff,Sheriff Office,Both,New Mexico,Alamogordo,88310,"3208 N White Sands Blvd
Alamogordo, NM 88310","3208 N White Sands Blvd
Alamogordo, NM 88310",,575-443-2935,https://co.otero.nm.us/254/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagler County Sheriff,Sheriff Office,Both,Florida,Bunnell,32110,"61 Sheriff EW Johnston Drive
Bunnell, FL 32110 ","61 Sheriff EW Johnston Drive
Bunnell, FL 32110 ",,"386-437-4116",https://flaglersheriff.com/contact-us/,,"
https://nwwebcad.fcpsn.org/NewWorld.InmateInquiry/FL0180000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nye County Sheriff's Office,Sheriff Office,Both,Nevada,Pahrump,89060,"1520 E Basin Ave, Pahrump, NV 89060","1520 E Basin Ave, Pahrump, NV 89060",,(775) 751-7000,"
https://www.nyecountysheriffsoffice.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lowndes County Sheriff",Sheriff Office,Both,Georgia,Valdosta,31601,"120 Prison-Farm Rd, Valdosta, GA 31601","120 Prison-Farm Rd, Valdosta, GA 31601",," (229) 671-2900",https://www.lowndescounty.com/485/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gillespie County Sheriff
",Sheriff Office,Both,Texas,Fredericksburg,78624,"1601 East Main Street
Fredericksburg, TX 78624","1601 East Main Street
Fredericksburg, TX 78624",,830-997-7585,https://www.gillespiecounty.gov/1206/County-Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montezuma County Sheriff’s Office,Sheriff Office,Both,Colorado,Cortez,81321,"730 East Driscoll Street,
Cortez, CO 81321","730 East Driscoll Street,
Cortez, CO 81321",,(970)565-8452,https://montezumacounty.gov/sheriffoffice/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Sheriff's Office,Sheriff Office,Both,Ohio,Marysville,43040,"221 West 5th Street
Marysville, OH 43040","221 West 5th Street
Marysville, OH 43040",,937-645-4110,https://www.unioncountyohio.gov/sheriff/,,,ucso@unioncountyohio.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William County Sheriff,Sheriff Office,Both,Ohio,Bryan,43506,"1425 E High Street
East Annex
Bryan, OH 43506","1425 E High Street
East Annex
Bryan, OH 43506",,419-636-3151,"
https://www.williamscountyoh.gov/321/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hocking County Sheriff's Office,Sheriff Office,Both,Ohio,Logan,43138,"25 East Second Street,Logan Ohio,43138","25 East Second Street,Logan Ohio,43138",,(740)385-2131,https://www.hockingsheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wadena County Sheriff,Sheriff Office,Both,Minnesota ,Wadena,56482,"415 S Jefferson Street
Wadena, MN 56482","415 S Jefferson Street
Wadena, MN 56482",,218-631-7600,https://www.co.wadena.mn.us/155/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County Sheriff,Sheriff Office,Both,Georgia,Fayetteville,30214,"155 Johnson Avenue
Fayetteville, GA 30214 ","155 Johnson Avenue
Fayetteville, GA 30214 ",,770-461-6353,"
https://fayettesheriff.org/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara County Sheriff's Office,Sheriff Office,Both,California,Santa Barbara,93110,"4434 Calle Real
Santa Barbara, CA 93110","4434 Calle Real
Santa Barbara, CA 93110",,(805) 681-4100,https://www.sbsheriff.org/contact-us/,,,info@sbsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson County Sheriff's Office,Sheriff Office,Both,OKlahoma ,Altus,73521,"600 S Main St.
Altus, OK 73521","600 S Main St.
Altus, OK 73521",,(580) 482-0408,https://jacksoncountyso.com/contact-us,https://jacksoncountyso.com/inmate-mail-visitation,https://jacksoncountyso.com/inmate-search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelby County Sheriff Office,Sheriff Office,Both,Tennessee ,Memphis,38103,"201 Poplar Avenue, 9th Floor Memphis, TN 38103","201 Poplar Avenue, 9th Floor Memphis, TN 38103",,"
901-222-5500",https://www.shelby-sheriff.org/contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin County Sheriff ,Sheriff Office,Both,Florida,Stuart,34994,"800 SE Monterey Road
Stuart, FL 34994","800 SE Monterey Road
Stuart, FL 34994",,772-220-7000 ,https://www.mcsofl.org/,,"https://www.mcsofl.org/223/Jail-Inmate-Search",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County Sheriff's Office,Sheriff Office,Both,Mississippi ,Gulfport,39503,"10451 Larkin Smith Dr,
Gulfport,MS 39503","10451 Larkin Smith Dr,
Gulfport,MS 39503",,"(228)896-3000","https://www.harrisoncountysheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton County Sheriff,Sheriff Office,Both,Illinois ,Lewistown,61542,"268 W Washington Ave, Lewistown, IL 61542","268 W Washington Ave, Lewistown, IL 61542",,(309) 547-2277,https://fultoncountyil.gov/officials/elected/the-county-police/,,, sheriff@fultonco.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seneca County Sheriff,Sheriff Office,Both,New York,Romulus,14541,"6150 Route 96, Romulus, NY 14541","6150 Route 96, Romulus, NY 14541",,(607)582-6555,"
https://sheriff.senecacountyny.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder County Sheriff,Sheriff Office,Both,Colorado,Boulder,80301,"5600 Flatiron Parkway
Boulder, CO 80301","5600 Flatiron Parkway
Boulder, CO 80301",,303-441-3600,https://bouldercounty.gov/safety/sheriff/,,,bcso@bouldercounty.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun County Sheriff,Sheriff Office,Both,Alabama,Anniston,36201,"400 West 8th Street,Anniston,Alabama 36201","400 West 8th Street,Anniston,Alabama 36201",,(256)236-6600,https://www.calcoso.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Sheriff Department",Sheriff Office,Both,Nebraska,Sioux City,68776,"701 W 29th St, South Sioux City, NE 68776"," 701 W 29th St, South Sioux City, NE 68776",,(402) 494-7555 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amherst County Sheriff's Office,Sheriff Office,Both,Virginia,Amherst,24521,"115 Taylor St
P.O. Box 410, Amherst, VA 24521
","115 Taylor St
P.O. Box 410, Amherst, VA 24521
",, (434) 946-9381,https://www.countyofamherst.com/department/index.php?structureid=27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waller County Sheriff's Office",Sheriff Office,Both,Texas,Hempstead,77445,"100 Sheriff R. Glenn Smith Drive,
Hempstead, TX 77445","100 Sheriff R. Glenn Smith Drive,
Hempstead, TX 77445",,"
(979) 826-8282",https://www.wallercountytexassheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau County Sheriff,Sheriff Office,Both,New York,East Meadow,11554,"100 Carman Avenue
East Meadow, NY 11554","100 Carman Avenue
East Meadow, NY 11554",,516-572-4100,https://www.nassaucountyny.gov/1891/Sheriffs-Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Butler County Sheriff's Office",Sheriff Office,Both,Nebraska,David City,68632," 451 N 5th St, David City, NE 68632"," 451 N 5th St, David City, NE 68632",,(402)367-7400,"https://butlercountyne.gov/contact-us/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrison County Sheriff,Sheriff Office,Both,Minnesota ,Little Falls,56345,"213 1st Avenue SE
Little Falls, MN 56345

","213 1st Avenue SE
Little Falls, MN 56345

",,320-632-9233,https://www.morrisoncountymn.gov/182/SHERIFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hale County Sheriff,Sheriff Office,Both,Alabama,Greensboro,36744,"1001 Main St #18, Greensboro, AL 36744","1001 Main St #18, Greensboro, AL 36744",, (334) 624-3081,"ttps://www.halecountyal.gov/sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stearns County Sheriff,Sheriff Office,Both,Minnesota ,St.Cloud,56303,"807 Courthouse Square, Room S100
St. Cloud MN 56303","807 Courthouse Square, Room S100
St. Cloud MN 56303",, 320-259-3702,"
https://www.stearnscountymn.gov/342/Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradford County Sheriff,Sheriff Office,Both,Virginia,Bedford,24523,"1345 Falling Creek Road
Bedford, VA 24523","1345 Falling Creek Road
Bedford, VA 24523",, 540-586-4800 ,"https://sheriff.bedfordcountyva.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette County Sheriff,Sheriff Office,Both,West Virginia,Fayetteville,25840,"200N Court St,Fayetteville,WV 25840","200N Court St,Fayetteville,WV 25840",,(304)574-4216,https://fayettesheriffwv.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onslow County Sheriff's Office,Sheriff Office,Both,North Carolina,Jacksonville,28540,"717 Court Street
Jacksonville, NC 28540","717 Court Street
Jacksonville, NC 28540",,910-455-3113,"
https://www.onslowcountync.gov/2139/Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodford County
Sheriff's Office",Sheriff Office,Both,Illinois ,Eureka,61530,"111 E. Court Street
Eureka, IL 61530
","111 E. Court Street
Eureka, IL 61530
",,309-467-2375,"https://www.woodford-county.org/659/Sheriff",,,sheriff@woodfordcountyil.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hancock County Sheriff's Office,Sheriff Office,Both,Illinois ,Carthage,62321,"98 Buchanan Street
Carthage, IL 62321
","98 Buchanan Street
Carthage, IL 62321
",,217-357-2115,https://hancockcounty-il.gov/sheriffs-office/,,,tduffy@hancockcounty-il.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hernando County Sheriff's Office",Sheriff Office,Both,Florida,Brooksville,34601,"18900 Cortez Blvd,Brooksville,FL 34601","18900 Cortez Blvd,Brooksville,FL 34601",,"(352)754-6830",https://www.hernandosheriff.org/,,"https://www.hernandosheriff.org/jail/Applications/JailSearch/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sussex County
Sheriff’s Office",Sheriff Office,Both,New Jersey,Newton,/07860,"39 High Street
Newton, NJ 07860","39 High Street
Newton, NJ 07860",,973.579.0850,https://www.sussexcountysheriff.com/overview-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fillmore County Sheriff,Sheriff Office,Both,Minnesota ,Preston,55965,"901 Houston St. NW
Preston, MN 55965","901 Houston St. NW
Preston, MN 55965",, 507-765-3874,"
https://www.co.fillmore.mn.us/departments/sheriff/index.php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapata County Sheriff's Office,Sheriff Office,Both,Texas,Zapata,78076,"200 7th Ave Suite 415, Zapata, TX 78076","200 7th Ave Suite 415, Zapata, TX 78076",,(956) 765-9960,https://www.co.zapata.tx.us/page/zapata.sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power County Sheriff,Sheriff Office,Both,Idaho,American Falls,83211,"550 Gifford Street
American Falls , ID 83211","550 Gifford Street
American Falls , ID 83211",,208-226-2311,https://www.powercounty.gov/188/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hall County Sheriff,Sheriff Office,Both,Georgia,Gainesville,30504,"2859 Browns Bridge Road
Gainesville, Georgia 30504
","2859 Browns Bridge Road
Gainesville, Georgia 30504
",,770-531-6900,https://www.hallcounty.org/168/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis County Sheriff,Sheriff Office,Both,Idaho,Nezperce,83543,"510 Oak Street
Nezperce, Idaho 83543","510 Oak Street
Nezperce, Idaho 83543",,"(208) 937-2447",http://www.lewiscountyid.us/Departments/Planning-and-Zoning,,,jdavis@lewiscountyid.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King County Sheriff,Sheriff Office,Both,Washington,Seattle,98104,"516 Third Avenue, Room W-116
Seattle, WA 98104","516 Third Avenue, Room W-116
Seattle, WA 98104",,"206-296-4155",https://kingcounty.gov/en/dept/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lander County Sheriff's Office,Sheriff Office,Both,Nevada,Battle Mountain,89820,"2 State Route 305
Battle Mountain, Nevada 89820","2 State Route 305
Battle Mountain, Nevada 89820",,"775-635-1100",https://landerso.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau County Sheriff's Office,Sheriff Office,Both,New York,East Meadow,11554,"100 Carman Avenue
East Meadow, NY 11554","100 Carman Avenue
East Meadow, NY 11554",,516-572-4100,"https://www.nassaucountyny.gov/1891/Sheriffs-Department",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adams County Sheriff,Sheriff Office,Both,Nebraska,Hastings,68901,"500 W 4th Street 
Hastings, Nebraska 68901","500 W 4th Street 
Hastings, Nebraska 68901",,402-461-7153,"
https://adamscountyne.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pottawattamie County Sheriff,Sheriff Office,Both,Iowa,Council Buffs,51501,"1400 Big Lake Road
Council Bluffs, IA 51501","1400 Big Lake Road
Council Bluffs, IA 51501",,(712) 890-2200,"

https://sheriff.pottcounty-ia.gov/
",,"
https://www.pottcounty-ia.gov/sheriff/inmate_roster/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Sheriff's Office,Sheriff Office,Both,New Jersey,Bridgeton,/08302,"220 N Laurel Street null
Bridgeton NJ 08302","220 N Laurel Street null
Bridgeton NJ 08302",,(856) 451-4449,https://ccsonj.opsnetwork.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullitt County Sheriff,Sheriff Office,Both,Kentucky,Shepherdsville,40165,"
300 Buckman St, Shepherdsville, KY 40165","
300 Buckman St, Shepherdsville, KY 40165",,"
 502 543-2514",https://bullitt.kysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upshur County Sheriff,Sheriff Office,Both,West Virginia,Buckhannon,26201,"38 W. Main St., Room 101
Buckhannon, WV 26201
","38 W. Main St., Room 101
Buckhannon, WV 26201
",,304-472-1180 ,https://www.upshurcounty.org/government/sheriff_office/contact_information.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin County Sheriff,Sheriff Office,Both,New York,Malone,12953,"45 Bare Hill Rd
Malone, NY 12953
","45 Bare Hill Rd
Malone, NY 12953
",,518-483-3304,"https://www.franklincountyny.gov/departments/public_safety/sheriff_s_department/index.php",,,"Jay.Cook@franklincountyny.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
